Data Set #0
6.86	651	652
7.00	652	652
7.04	651	652
7.00	651	653
6.88	649	654
7.04	647	651
6.92	650	653
6.88	651	653
6.92	648	654
6.98	649	654
6.98	651	653
6.88	651	653
7.00	647	652
6.86	650	651
6.98	651	654
6.92	652	653
6.88	649	652
6.92	649	654
7.04	651	652
7.04	650	653

Data Set #1
7.00	649	653
7.04	651	653
7.04	650	654
6.98	650	655
6.88	652	654
6.88	651	651
7.00	652	652
7.00	652	654
7.00	650	655
6.92	651	655
6.88	647	653
7.00	652	652
7.04	650	651
7.00	651	653
6.88	650	654
6.88	651	653
6.98	649	650
7.00	650	651
7.00	652	652
6.98	651	653

Data Set #2
6.98	651	654
6.98	651	653
6.86	651	651
6.88	650	654
7.00	649	655
6.88	650	653
6.86	651	652
6.88	647	649
7.00	650	654
6.98	650	653

7.00	650	653
6.86	648	651
7.00	647	653
7.00	650	653
7.00	652	654
7.00	648	651
7.00	647	651
6.88	652	653
7.04	651	653

Data Set #3
10.66	444	470
10.72	444	470
10.84	446	470
10.84	443	470
10.72	450	470
10.72	448	470
10.72	448	470
10.84	448	470
10.70	444	470
10.72	444	470
10.76	445	470
10.84	448	471
10.76	444	471
10.78	446	470
10.84	449	470
10.88	445	469
10.72	444	470
10.84	448	470
10.88	449	470
10.84	444	470

Data Set #4
10.64	448	471
10.72	445	471
10.72	448	470
10.72	449	470
10.84	449	470
10.88	444	470
10.88	448	470
10.84	448	471
10.84	444	470
10.72	448	470
10.72	448	471
10.84	444	470
10.88	448	471
10.76	448	470
10.72	448	470
10.84	448	470
10.84	444	469
10.84	449	470
10.84	448	470
10.72	448	470

Data Set #5
10.78	449	470
10.88	448	470
10.76	448	470
10.72	444	470
10.76	448	470
10.82	448	471
10.72	448	470
10.84	448	470
10.84	449	470
10.72	448	471
10.76	444	470
10.78	444	470
10.72	444	469
10.72	449	470
10.88	448	470
10.70	448	470
10.72	444	470
10.72	444	470
10.72	448	470
10.88	444	470

Data Set #6
15.64	320	337
15.74	318	337
15.86	320	337
15.74	320	338
15.70	321	338
15.76	318	337
15.74	320	339
15.70	318	336
15.86	320	337
15.82	320	337
15.70	317	337
15.76	320	340
15.74	318	337
15.76	319	336
15.86	320	337
15.74	320	338

15.74	318	336
15.74	318	336
15.74	318	338

Data Set #7
15.64	318	338
15.70	318	337
